svr_id,svr_asset_id,svr_sn,svr_device_name,svr_device_type_tencent,svr_device_type,svr_type,svr_current_status,svr_idc_name,svr_idc_id,svr_vm_index,svr_rack_name,svr_succeed_asset_id,svr_pos_id,svr_device_height,svr_logic_area,svr_device_descript,svr_lan_ip,svr_wan_ip,svr_wan_eip,svr_raid_type,svr_os_name,svr_agent_version,svr_producer,svr_bussiness,svr_bussiness_id,svr_first_use_time,svr_update_time,svr_insert_time,svr_kernel_version,svr_maintainer,is_double_bonding,svr_mon_proc,svr_mon_port,svr_netif_info,appid,zhiyun_ext_string1,zhiyun_ext_string2,zhiyun_ext_int1,zhiyun_ext_int2,svr_os_type,region_name,zone_name,is_user_define_model,svr_belonging_products
1,TYSV190302T6,210200A00QH193002058,御界探针,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302T6,17,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.134.133,NULL,NULL,NORAID,TencentOS Server 2.2 (TK2-0052),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,eth0  34:6b:5b:23:6d:0c|eth1 10.0.134.133 34:6b:5b:23:6d:0d|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,0
2,TYSV190302T4,210200A00QH193002056,WTS_W4_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302T4,12,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.128.137,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|tgw_worker|flash_policy_ccd|flash_policy_mcd|hb,,eth0 10.0.200.137 34:6b:5b:23:6b:5c|eth1 10.0.128.137 34:6b:5b:23:6b:5d|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,3
3,TYSV190302WM,210200A00QH193002067,WTS_EIP_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302WM,11,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.128.139,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|tgw_worker|flash_policy_ccd|flash_policy_mcd,NULL,eth0 10.0.200.139 34:6b:5b:23:6d:ea|eth1 10.0.128.139 34:6b:5b:23:6d:eb|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,3
4,TYSV190302F8,210200A00QH193002034,WTS-VPC母机,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B05,TYSV190302F8,5,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.3.157,NULL,NULL,RAID5,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|tgw_worker|flash_policy_ccd|flash_policy_mcd,NULL,bond0  de:69:24:87:2d:c6|bond1 10.0.3.157 70:57:bf:39:8f:f1|eth0  70:57:bf:39:8f:f1|eth1  70:57:bf:39:8f:f1|gre0  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,0
5,TYSV190302WL,210200A00QH193002066,WTS_NATGW360_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302WL,9,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.131.137,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,dump0  92:77:13:a9:7a:ce|eth0  34:6b:5b:23:6f:52|lo 127.0.0.1 00:00:00:00:00:00|uvmac  00:00:5e:00:01:01|vnic0 10.0.131.137 34:6b:5b:23:6f:53,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
6,TYSV190302F9,210200A00QH193002035,WTS-SXGW_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302F9,8,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.133.133,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|sxgw_pal|vpc_agent,NULL,vnic0 10.0.133.133 70:57:bf:39:91:3b|lo 127.0.0.1 00:00:00:00:00:00|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
7,TYSV190302FW,210200A00QH193002041,WTS_XGW_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302FW,7,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.133.5,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|xgw_pal|vpc_agent,NULL,vnic0 10.0.133.5 70:57:bf:39:91:d7|lo 127.0.0.1 00:00:00:00:00:00|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
8,TYSV190302FA,210200A00QH193002036,JJA-COS接入1,NULL,CG1-10G,0,2,DC-TKO,1002,0,0101-C16,TYSV190302FA,1,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.1.0.31,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final-SecFix),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.1.0.31 70:57:bf:39:91:8e|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,5
9,TYSV190302RN,210200A00QH193002053,WTS-DCGW_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302RN,5,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.130.133,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,dcos_agent_collect|dcos_agent_report|vpc_monitor|zebra|ospfd|dcgw_pal|AdamPlugins|vpc_agent,NULL,vnic0 10.0.130.133 34:6b:5b:23:6e:03|lo 127.0.0.1 00:00:00:00:00:00|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
10,TYSV190302RP,210200A00QH193002054,TCS-master,NULL,CG1-10G,0,2,DC-Watson,1001,0,0401-A04,TYSV190302RP,3,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.6.140,NULL,NULL,RAID5,Tencent tlinux release 2.4 (x86_64 Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.6.140 34:6b:5b:23:6e:32|eth0  34:6b:5b:23:6e:32|eth1  34:6b:5b:23:6e:32|flannel.ipip 192.168.2.0 0a:00:06:8c|lo 127.0.0.1 00:00:00:00:00:00|tunl0  00:00:00:00|tunl1 127.0.1.1 0a:00:06:8c|v-h1295cc815  16:11:b2:da:5a:70|v-h48470a81e  2e:3e:58:d4:3e:2c|v-h8616f1d8d  76:aa:64:0a:b1:b0|v-h9ebc00502  a2:60:32:5c:3a:09|v-hb2234217a  46:c0:f6:91:ea:e9|v-hcce681efe  22:17:6f:1a:28:f6,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
11,TYSV190302TY,210200A00QH193002065,WTS_VPCGW_360_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302TY,3,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.130.9,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|vpc_monitor|keepalived|natgw_pal|AdamPlugins|account_agent|tc_agent|vpc_agent,NULL,dummy0 10.0.160.47 aa:61:07:db:57:6a|dump0  52:a7:92:ba:40:43|eth0  34:6b:5b:23:6e:98|lo 127.0.0.1 00:00:00:00:00:00|vnic0 10.0.130.9 34:6b:5b:23:6e:99,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
12,TYSV190302TN,210200A00QH193002064,TCS-node,NULL,CG1-10G,0,2,DC-Watson,1001,0,0401-D07,TYSV190302TN,1,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.6.142,NULL,NULL,RAID5,Tencent tlinux release 2.4 (x86_64 Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.6.142 34:6b:5b:23:6e:8c|eth0  34:6b:5b:23:6e:8c|eth1  34:6b:5b:23:6e:8c|flannel.ipip 192.168.3.0 0a:00:06:8e|lo 127.0.0.1 00:00:00:00:00:00|tunl0  00:00:00:00|tunl1 127.0.1.1 0a:00:06:8e|tunl2 127.0.1.2 0a:00:06:8e|tunl3 127.0.1.3 0a:00:06:8e|tunl4 127.0.1.4 0a:00:06:8e|tunl5 127.0.1.5 0a:00:06:8e|tunl6 127.0.1.6 0a:00:06:8e|tunl7 127.0.1.7 0a:00:06:8e|tunl8 127.0.1.8 0a:00:06:8e|tunl9 127.0.1.9 0a:00:06:8e|v-h000abf832  7a:7f:ef:32:89:53|v-h03b9e9691  fa:0a:9a:61:53:70|v-h03c8ebcfc  42:08:06:1e:8a:2f|v-h04e036429  46:02:3c:45:03:23|v-h076c7655a  0a:8f:ac:c0:1c:3b|v-h0f1575bda  c6:ba:1d:c5:84:2d|v-h190fbb2b1  62:e9:60:5f:ca:33|v-h1c21f8573  4e:1d:d1:d1:a5:9b|v-h2464f2f5d  0e:ba:7a:fe:cd:2e|v-h338ff201e  06:43:02:3e:13:7e|v-h39520d56a  52:19:4a:7b:67:55|v-h3bb36849c  b2:4d:93:d8:4a:7e|v-h3c122be31  32:df:d4:eb:fd:da|v-h43efd88a8  ca:86:2f:9c:fc:14|v-h448dede23  fe:d7:c6:1f:29:6a|v-h47a415ea0  82:88:54:17:1c:fa|v-h5802ddab0  0a:7d:ff:ca:42:54|v-h5da6ac243  c6:ab:cc:95:b2:f3|v-h5dec27d61  a2:cc:d2:ef:,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
13,TYSV190302RW,210200A00QH193002055,WTS_Underlay_NATGW_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302RW,1,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.129.7,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,dump0  52:68:4c:3e:40:8b|lo 127.0.0.1 00:00:00:00:00:00|vnic0 10.0.201.7 70:57:bf:39:8f:a8|vnic1 10.0.129.7 70:57:bf:39:8f:a9,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
14,TYSV190302E5,210200A00QH193002070,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E03,TYSV190302E5,7,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.152,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.5 34:6b:5b:23:6c:6a|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
15,TYSV190302G3,210200A00QH193002072,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E02,TYSV190302G3,9,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.153,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.7 34:6b:5b:23:6c:88|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
16,TYSV190302TE,210200A00QH193002076,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E01,TYSV190302TE,8,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.157,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.9 34:6b:5b:23:6c:0a|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
17,TYSV190302G4,210200A00QH193002073,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E01,TYSV190302G4,9,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.149,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.11 34:6b:5b:23:6c:10|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
18,TYSV190302G5,210200A00QH193002074,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E01,TYSV190302G5,10,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.154,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.13 34:6b:5b:23:6c:5e|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
19,TYSV190302X9,210200A00QH193002079,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E03,TYSV190302X9,6,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.150,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.6 34:6b:5b:23:6c:2e|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
20,TYSV190302RT,210200A00QH193002075,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-D06,TYSV190302RT,8,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.6.29,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.8 34:6b:5b:23:6c:40|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
21,TYSV190302X7,210200A00QH193002077,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E03,TYSV190302X7,5,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.155,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.10 34:6b:5b:23:6c:ca|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
22,TYSV190302E6,210200A00QH193002071,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E02,TYSV190302E6,8,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.151,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.12 34:6b:5b:23:6c:b8|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
23,TYSV190302X8,210200A00QH193002078,大数据,NULL,Y0-BI01-10G,0,2,DC-Watson,1001,0,401-E02,TYSV190302X8,7,2,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.0.2.156,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.7.14 34:6b:5b:23:6c:22|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,1,7
24,TYSV190302F6,210200A00QH193002032,御界探针,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302F6,17,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.134.134,NULL,NULL,NORAID,TencentOS Server 2.2 (TK2-0052),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,eth0  70:57:bf:39:90:a4|eth1 10.0.134.134 70:57:bf:39:90:a5|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,0
25,TYSV190302T7,210200A00QH193002059,WTS_EIP_02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302T7,12,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.128.140,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|hb|flash_policy_ccd|flash_policy_mcd|tgw_worker,NULL,eth0 10.0.200.140 34:6b:5b:29:67:f9|eth1 10.0.128.140 34:6b:5b:29:67:fa|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,3
26,TYSV190302EW,210200A00QH193002029,WTS-VPC母机,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-D03,TYSV190302EW,5,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.3.167,NULL,NULL,RAID5,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|hb|flash_policy_ccd|flash_policy_mcd|tgw_worker,NULL,bond0  2e:33:8f:1b:74:06|bond1 10.0.3.167 70:57:bf:39:8f:eb|eth0  70:57:bf:39:8f:eb|eth1  70:57:bf:39:8f:eb|gre0  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,0
27,TYSV190302R8,210200A00QH193002049,WTS_W4_02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302R8,10,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.128.138,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|flash_policy_mcd|flash_policy_ccd,NULL,eth0 10.0.200.138 34:6b:5b:23:6e:62|eth1 10.0.128.138 34:6b:5b:23:6e:63|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,3
28,TYSV190302EE,210200A00QH193002023,WTS_NATGW360_02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302EE,9,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.131.138,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,dump0  2a:69:0d:57:7f:f7|eth0  70:57:bf:39:8f:24|lo 127.0.0.1 00:00:00:00:00:00|uvmac 10.0.166.14 00:00:5e:00:01:01|vnic0 10.0.131.138 70:57:bf:39:8f:25,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
29,TYSV190302E0,210200A00QH193002020,WTS_SXGW_02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302E0,8,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.133.134,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|sxgw_pal|vpc_agent,NULL,vnic0 10.0.133.134 70:57:bf:39:90:3f|lo 127.0.0.1 00:00:00:00:00:00|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
30,TYSV190302E1,210200A00QH193002021,WTS_XGW_02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302E1,7,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.133.6,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|zebra|ospfd|xgw_pal|vpc_agent,NULL,vnic0 10.0.133.6 70:57:bf:39:8f:5b|lo 127.0.0.1 00:00:00:00:00:00|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
31,TYSV190302WY,210200A00QH193002069,WTS_VPCGW_360_02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302WY,6,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.130.10,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|vpc_monitor|keepalived|natgw_pal|AdamPlugins|account_agent|tc_agent|vpc_agent,NULL,dummy0 10.0.160.46 6e:20:72:25:5a:84|dump0  22:a9:30:28:63:1d|eth0  34:6b:5b:23:6d:d2|lo 127.0.0.1 00:00:00:00:00:00|vnic0 10.0.130.10 34:6b:5b:23:6d:d3,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
32,TYSV190302TM,210200A00QH193002063,WTS_DCGW_02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302TM,5,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.130.134,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|vpc_monitor|zebra|ospfd|dcgw_pal|AdamPlugins|vpc_agent,NULL,vnic0 10.0.130.134 34:6b:5b:23:6d:e5|lo 127.0.0.1 00:00:00:00:00:00|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
33,TYSV190302WN,210200A00QH193002068,TCS-node,NULL,CG1-10G,0,2,DC-Watson,1001,0,0401-B04,TYSV190302WN,3,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.6.141,NULL,NULL,RAID5,Tencent tlinux release 2.4 (x86_64 Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.6.141 34:6b:5b:23:6e:08|eth0  34:6b:5b:23:6e:08|eth1  34:6b:5b:23:6e:08|flannel.ipip 192.168.5.0 0a:00:06:8d|lo 127.0.0.1 00:00:00:00:00:00|tunl0  00:00:00:00|tunl1 127.0.1.1 0a:00:06:8d|tunl2 127.0.1.2 0a:00:06:8d|tunl3 127.0.1.3 0a:00:06:8d|tunl4 127.0.1.4 0a:00:06:8d|tunl5 127.0.1.5 0a:00:06:8d|tunl6 127.0.1.6 0a:00:06:8d|tunl7 127.0.1.7 0a:00:06:8d|tunl8 127.0.1.8 0a:00:06:8d|tunl9 127.0.1.9 0a:00:06:8d|v-h012320108  6e:29:8f:d0:76:5f|v-h03270cddf  92:33:28:9f:9e:d6|v-h03e272401  c2:da:03:30:8e:4e|v-h06940db1c  42:ae:9e:d0:01:cf|v-h11a32a133  7a:82:2c:c5:f3:74|v-h15644139d  16:dd:bf:7e:69:3d|v-h1671de311  aa:05:5d:65:7e:00|v-h21c13f553  8a:df:01:04:c6:f9|v-h2acf86284  b2:96:dc:d1:51:b8|v-h2dd20b41f  ba:fa:c7:f3:3f:d0|v-h3cd0447ae  26:18:5b:44:95:b5|v-h447e10a95  ae:4f:a5:78:f2:26|v-h45bcb348c  aa:b2:ec:87:85:5f|v-h47be2bbc9  4e:ff:48:ad:29:f4|v-h4ae821364  8a:b2:1a:44:7a:6c|v-h59709bc12  a2:9c:21:5a:fb:34|v-h7c19dcc29  12:2e:54:8b:2f:a9|v-h7da8ac261  8e:48:79:b5:c4:da|v-h9016b2588  b2:3b:02:c5:,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
34,TYSV190302GE,210200A00QH193002042,WTS_UnderlayNAT_02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302GE,3,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.129.8,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,dump0  32:5c:4c:56:26:5e|lo 127.0.0.1 00:00:00:00:00:00|vnic0 10.0.201.8 70:57:bf:39:91:70|vnic1 10.0.129.8 70:57:bf:39:91:71,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
